Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category,Soil_Fertility_Index,Rainfall_Category_Code,Temperature_Category_Code,Season_Code
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans,Uttar Pradesh,Meerut,27.467529,80.848931,139.0,Alluvial,0.741,0.115,4.08,22.62,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,11.03,16.73,5.92,107,0.29906539261071097,0.5327102305878288,0.1682242833435249,36.54,0.2452737916596173,Medium,Cool,23.92763935597912,1,0,1
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans,Madhya Pradesh,Indore,23.063753,77.912736,358.5,Loamy,1.0,0.334,15.3,37.71,Central Plateau and Hills Region,Medium,Sprinkler,Kharif,July,11.97,19.35,7.07,105,0.25714283265306354,0.5333332825396874,0.2095237895691629,40.0,0.29520409770955813,Medium,Cool,33.2454061515,1,1,1
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans,Madhya Pradesh,Jabalpur,23.189559,78.022079,541.3,Alluvial,0.581,0.19,17.59,22.48,Central Plateau and Hills Region,Low,Sprinkler,Kharif,July,13.57,17.64,6.1,118,0.1440677844010352,0.6525423175811595,0.20338981327204972,35.29,0.21924152797994204,Medium,Moderate,18.577414709847876,1,1,1
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans,Jammu and Kashmir,Anantnag,33.891437,76.127283,2206.4,Loamy,0.985,0.182,4.12,33.98,Western Himalayan Region,High,Sprinkler,Kharif,August,15.37,16.07,5.68,80,0.0,0.8124998984375127,0.18749997656250292,35.06,0.21763927715902331,Medium,Moderate,21.1325409161,1,1,1
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans,Madhya Pradesh,Jabalpur,22.980431,77.869618,406.2,Loamy,0.806,0.345,8.41,37.78,Central Plateau and Hills Region,Low,Rainfed,Kharif,July,13.5,17.21,6.2,106,0.12264149786400963,0.6792452189391303,0.19811318885724633,37.56,0.2109190891059535,Low,Moderate,25.802591339249823,0,1,1
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans,Madhya Pradesh,Ujjain,23.722721,78.710252,445.0,Loamy,0.723,0.485,6.21,24.98,Central Plateau and Hills Region,Low,Rainfed,Kharif,July,9.84,18.65,7.4,117,0.290598265760832,0.5128204689897035,0.19658117977938633,37.52,0.281564894773245,Medium,Moderate,25.043309176510622,1,1,1
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans,Himachal Pradesh,Kullu,31.834857,77.237409,2068.0,Alluvial,0.423,0.151,6.99,21.47,Western Himalayan Region,Low,Rainfed,Kharif,July,7.51,16.87,5.0,108,0.08333332561728467,0.7407406721536415,0.17592590963648985,33.39,0.2272890425064906,High,Moderate,14.352745337924624,1,1,1
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans,Himachal Pradesh,Mandi,31.983203,77.123451,1034.7,Loamy,1.067,0.379,4.71,34.19,Western Himalayan Region,Low,Sprinkler,Kharif,July,9.92,16.31,6.89,103,0.10679610613630038,0.6990290583466934,0.19417473842963703,41.23,0.22421050753109487,High,Cool,34.87208455045332,1,1,1
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans,Jammu and Kashmir,Srinagar,33.28468,75.653889,1321.0,Alluvial,0.404,0.198,8.59,31.03,Western Himalayan Region,Low,Rainfed,Kharif,August,7.48,17.89,5.98,94,0.03191489022182019,0.7127658816206509,0.2553191217745615,28.38,0.19066781297260404,Medium,Cool,9.695171867165,1,0,1
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans,Jammu and Kashmir,Srinagar,33.484898,74.970565,1174.3,Loamy,0.881,0.278,11.52,30.83,Western Himalayan Region,Medium,Sprinkler,Kharif,July,9.02,15.06,5.58,127,0.27559052948106066,0.543307043834091,0.181102347944697,41.11,0.2043449470176403,Medium,Cool,31.738709452424,0,0,1
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans,Himachal Pradesh,Kullu,31.751575,76.739118,2443.3,Alluvial,0.813,0.498,5.75,21.8,Western Himalayan Region,Low,Rainfed,Kharif,August,15.33,15.92,5.98,105,0.028571425850340393,0.7333332634920702,0.2380952154195033,36.23,0.19109101247839094,Low,Moderate,22.70968252183874,0,1,1
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans,Himachal Pradesh,Kullu,32.066186,76.756838,1993.2,Alluvial,0.561,0.246,9.35,30.02,Western Himalayan Region,Low,Rainfed,Kharif,July,15.58,17.68,6.58,104,0.2211538248890553,0.5961537888313665,0.18269229012574134,33.09,0.21650381224329504,Medium,Cool,16.518195449195,1,0,1
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans,Uttar Pradesh,Kanpur,26.25054,82.516226,111.2,Alluvial,0.469,0.479,8.69,22.68,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,3.87,15.04,6.01,110,0.19999998181818346,0.6454544867768648,0.15454544049586905,32.62,0.20627852580678357,Medium,Cool,13.821273147014665,1,1,1
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans,Jammu and Kashmir,Jammu,32.867476,74.883858,3105.9,Loamy,0.826,0.518,6.35,33.4,Western Himalayan Region,Low,Rainfed,Kharif,July,12.57,18.32,6.17,135,0.22962961262002868,0.5851851418381376,0.18518517146776506,43.05,0.224909154925791,Low,Moderate,36.044112612634,0,1,1
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans,Madhya Pradesh,Bhopal,24.25268,77.607517,366.8,Alluvial,0.659,0.574,15.86,21.77,Central Plateau and Hills Region,Low,Sprinkler,Kharif,July,7.36,17.84,6.72,111,0.3063062787111461,0.5315314836458123,0.16216214755295968,36.34,0.2931958946171517,Medium,Moderate,22.614441214564124,1,1,1
12,63,17,18.358923,19.37703396,5.717143397,138.414764,kidneybeans,Madhya Pradesh,Bhopal,23.380327,78.188956,505.8,Alluvial,0.86,0.387,10.84,22.44,Central Plateau and Hills Region,Medium,Sprinkler,Kharif,July,13.69,19.38,6.39,92,0.13043476843100343,0.684782534262768,0.1847825886105882,35.65,0.24987766592932362,High,Cool,22.880919857039995,1,1,1
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans,Madhya Pradesh,Jabalpur,22.673688,77.100962,534.3,Alluvial,0.404,0.343,12.53,27.63,Central Plateau and Hills Region,Medium,Sprinkler,Kharif,August,7.56,16.94,6.85,103,0.26213589688001,0.5436892676029838,0.19417473842963703,30.4,0.2555996026930792,Medium,Cool,11.553455313064003,1,1,1
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans,Madhya Pradesh,Indore,22.796241,78.656274,401.8,Loamy,0.859,0.212,8.67,29.48,Central Plateau and Hills Region,Low,Rainfed,Kharif,August,8.24,19.36,7.24,94,0.07446807718424711,0.670212694658224,0.2553191217745615,36.07,0.269048702477229,Medium,Moderate,24.397051837525712,1,1,1
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans,Jammu and Kashmir,Srinagar,33.781676,75.455134,1936.8,Alluvial,0.428,0.475,6.04,29.68,Western Himalayan Region,Low,Sprinkler,Kharif,August,6.03,17.28,6.28,113,0.2123893617354547,0.5929203015114777,0.19469024825750014,32.69,0.24462458056750525,Medium,Moderate,13.7163384271595,1,1,1
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans,Uttar Pradesh,Varanasi,26.373834,80.42026,206.3,Alluvial,0.609,0.149,8.2,32.18,Upper Gangetic Plains Region,Medium,Sprinkler,Kharif,August,11.81,15.83,5.3,106,0.10377357511570046,0.6698112575649757,0.22641507297971009,33.7,0.2627835149809388,High,Moderate,17.58685663103775,1,1,1
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans,Jammu and Kashmir,Anantnag,34.276347,76.124475,1771.1,Alluvial,0.738,0.314,3.25,21.93,Western Himalayan Region,Medium,Rainfed,Kharif,August,15.36,16.09,5.31,126,0.29365077034517695,0.5873015406903539,0.11904760959939606,39.63,0.22806636143031717,Low,Moderate,26.571199132522498,0,1,1
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans,Uttar Pradesh,Lucknow,26.295467,80.422569,107.9,Loamy,0.878,0.281,10.5,25.4,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,8.3,16.38,6.44,125,0.19999998400000127,0.6079999513600038,0.19199998464000123,40.58,0.2175392065870909,High,Cool,30.218350329,1,0,1
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans,Jammu and Kashmir,Jammu,33.78849,75.425297,1783.9,Alluvial,0.638,0.349,3.52,29.24,Western Himalayan Region,High,Sprinkler,Kharif,July,5.81,17.62,5.3,117,0.290598265760832,0.5641025158886739,0.145299132880416,37.84,0.27660134393392405,High,Cool,24.456709522854585,1,1,1
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans,Himachal Pradesh,Kullu,31.725102,77.024834,1675.7,Alluvial,0.849,0.516,9.21,31.61,Western Himalayan Region,Low,Rainfed,Kharif,July,14.22,16.81,5.47,104,0.19230767381656982,0.6634614746671659,0.14423075536242735,38.75,0.26175843740245286,Medium,Moderate,28.587714691420995,1,1,1
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans,Uttar Pradesh,Lucknow,26.134105,80.983345,260.5,Loamy,0.928,0.325,5.5,22.73,Upper Gangetic Plains Region,Low,Rainfed,Kharif,August,12.13,17.44,6.72,118,0.31355929546107664,0.5508474109451347,0.13559320884803314,41.16,0.2419991909094171,Low,Moderate,33.012339019215986,0,1,1
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans,Himachal Pradesh,Mandi,32.086112,77.197516,2021.5,Alluvial,0.422,0.507,3.48,24.69,Western Himalayan Region,Low,Rainfed,Kharif,August,10.54,15.59,6.35,107,0.1682242833435249,0.6915887204122692,0.14018690278627077,32.47,0.29071686097609634,High,Moderate,13.163517813322498,1,1,1
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans,Uttar Pradesh,Varanasi,27.517049,81.569466,198.6,Alluvial,0.57,0.524,10.52,21.2,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,10.84,18.15,5.54,96,0.04166666232638934,0.6979165939670214,0.2604166395399334,32.79,0.27896228817979707,High,Moderate,16.978020488489996,1,1,1
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans,Himachal Pradesh,Kullu,32.032667,77.017526,2394.4,Loamy,0.832,0.445,7.58,35.41,Western Himalayan Region,Low,Rainfed,Kharif,July,7.42,16.52,6.03,118,0.31355929546107664,0.474576230968116,0.2118643888250518,39.54,0.37100550969481494,High,Moderate,30.83354772520533,1,1,1
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans,Himachal Pradesh,Mandi,31.881723,77.387564,1711.1,Alluvial,0.576,0.449,4.07,22.34,Western Himalayan Region,Low,Rainfed,Kharif,August,11.71,18.57,5.83,79,0.06329113122897073,0.7468353485018546,0.1898733936869122,30.73,0.2557415957910952,High,Cool,14.359069787039997,1,1,1
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans,Madhya Pradesh,Jabalpur,23.75649,78.17486,583.5,Alluvial,0.57,0.365,16.1,21.37,Central Plateau and Hills Region,Medium,Rainfed,Kharif,August,6.64,18.28,6.76,93,0.11827955717424116,0.6559139079662464,0.22580642733264222,30.75,0.2534106677058655,High,Cool,13.996092565675005,1,1,1
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans,Uttar Pradesh,Kanpur,27.188533,81.133729,245.6,Loamy,1.025,0.484,4.12,35.04,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,11.51,16.23,6.52,122,0.18032785407148735,0.6557376511690449,0.16393441279226123,42.82,0.22391107261133053,Medium,Moderate,35.951429197091656,1,1,1
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,kidneybeans,Jammu and Kashmir,Baramulla,34.08472,76.0228,1833.7,Alluvial,0.644,0.514,11.38,33.31,Western Himalayan Region,Low,Rainfed,Kharif,July,15.41,15.96,5.13,92,0.13043476843100343,0.663043406190934,0.20652171668242209,32.28,0.1984998607924185,Low,Cool,16.659456841775995,0,1,1
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans,Himachal Pradesh,Solan,31.767585,77.116234,1803.2,Loamy,1.016,0.173,4.48,24.6,Western Himalayan Region,Low,Rainfed,Kharif,August,10.31,16.01,6.4,100,0.0499999950000005,0.7399999260000074,0.20999997900000208,38.35,0.14787253841974904,Low,Cool,27.00738499409667,0,0,1
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans,Himachal Pradesh,Kullu,31.945462,76.910496,1669.2,Loamy,0.765,0.467,9.05,32.32,Western Himalayan Region,High,Rainfed,Kharif,August,14.42,16.68,5.35,118,0.22881353993105594,0.584745713157143,0.18644066216604557,39.55,0.20612269495529242,Low,Cool,29.539043665396875,0,0,1
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,kidneybeans,Uttar Pradesh,Meerut,27.051672,79.098856,250.1,Alluvial,0.795,0.537,8.7,25.65,Upper Gangetic Plains Region,High,Sprinkler,Kharif,July,9.9,17.67,6.06,124,0.2499999798387113,0.604838660900108,0.1451612786160259,40.87,0.1882466220193721,Medium,Cool,31.026728294956875,1,0,1
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans,Madhya Pradesh,Jabalpur,24.698676,77.532763,309.2,Alluvial,0.559,0.34,14.65,27.85,Central Plateau and Hills Region,Medium,Sprinkler,Kharif,July,10.54,19.06,6.03,124,0.2903225572320518,0.5483870525494312,0.16129030957336213,37.67,0.22051123769172704,Medium,Cool,22.469173823589994,1,0,1
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans,Himachal Pradesh,Kullu,32.065076,77.116571,1023.4,Alluvial,0.772,0.593,9.27,31.53,Western Himalayan Region,Medium,Sprinkler,Kharif,August,12.08,16.07,6.63,86,0.058139528123310684,0.7558138656030389,0.18604648999459417,34.11,0.2317141855882172,Medium,Moderate,20.022262929724672,1,1,1
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans,Jammu and Kashmir,Srinagar,33.161559,75.640772,3079.0,Alluvial,0.473,0.537,11.78,25.57,Western Himalayan Region,Medium,Sprinkler,Kharif,August,9.61,17.26,4.89,126,0.2539682338120449,0.6269840772234859,0.11904760959939606,36.55,0.2228107540230046,Medium,Moderate,17.82700410710542,1,1,1
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans,Jammu and Kashmir,Anantnag,33.59453,75.6885,1138.0,Loamy,0.601,0.438,3.05,33.8,Western Himalayan Region,Medium,Rainfed,Kharif,July,6.05,17.72,4.79,111,0.09909909017125314,0.7027026393961586,0.19819818034250627,36.1,0.24563716961407997,High,Moderate,21.023683805857992,1,1,1
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans,Himachal Pradesh,Shimla,32.51854,77.267758,2238.0,Alluvial,0.68,0.355,3.58,29.74,Western Himalayan Region,High,Sprinkler,Kharif,August,10.41,15.99,6.44,77,0.0,0.7142856215213478,0.2857142486085391,31.0,0.32432304867659945,High,Moderate,15.817820446505001,1,1,1
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans,Uttar Pradesh,Varanasi,25.314734,80.866209,201.4,Loamy,0.846,0.508,7.17,30.92,Upper Gangetic Plains Region,Low,Rainfed,Kharif,August,9.53,15.55,6.92,88,0.15909089101239873,0.6704544692665375,0.17045452608471293,35.18,0.3005623784140876,High,Moderate,22.333947119562005,1,1,1
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans,Madhya Pradesh,Ujjain,23.755921,79.205646,339.9,Loamy,0.872,0.51,17.44,27.08,Central Plateau and Hills Region,Medium,Rainfed,Kharif,July,6.53,16.92,6.59,120,0.24166664652777944,0.5666666194444484,0.19166665069444577,40.83,0.3142775114734393,High,Moderate,32.89441722542999,1,1,1
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans,Himachal Pradesh,Kullu,32.181826,77.297465,1114.9,Loamy,0.814,0.461,9.12,36.1,Western Himalayan Region,High,Sprinkler,Kharif,July,11.1,17.57,6.42,119,0.2689075404279378,0.5714285234093678,0.15966385212908804,38.8,0.34301843329036413,High,Moderate,26.57496595254784,1,1,1
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans,Madhya Pradesh,Bhopal,23.248517,77.650017,476.6,Alluvial,0.588,0.135,11.7,21.15,Central Plateau and Hills Region,High,Rainfed,Kharif,July,10.77,17.79,6.94,98,0.1734693700541459,0.6530611578509022,0.1734693700541459,32.78,0.26122474213644464,High,Moderate,16.478685822927993,1,1,1
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans,Jammu and Kashmir,Jammu,33.122736,74.965712,1261.9,Alluvial,0.67,0.212,11.11,27.21,Western Himalayan Region,Low,Sprinkler,Kharif,August,10.38,18.27,5.64,101,0.12871285854328132,0.6831682491912624,0.18811879325556502,35.15,0.21493829182181975,High,Cool,20.85357285535,1,0,1
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans,Himachal Pradesh,Shimla,32.192797,77.763514,1570.8,Loamy,1.034,0.226,8.1,32.28,Western Himalayan Region,Low,Rainfed,Kharif,August,15.89,15.85,5.68,103,0.13592231690074594,0.6504853737392841,0.21359221227260075,39.2,0.23848126692865376,Medium,Moderate,29.567012433647335,1,1,1
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans,Jammu and Kashmir,Anantnag,33.408894,75.875009,2737.2,Alluvial,0.454,0.488,4.57,21.45,Western Himalayan Region,Low,Rainfed,Kharif,July,16.11,17.0,5.49,98,0.09183672532278313,0.704081560808004,0.20408161182840695,30.4,0.22864145792011933,High,Cool,11.988304756018254,1,1,1
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans,Himachal Pradesh,Shimla,32.826554,76.999327,1557.6,Alluvial,0.877,0.156,8.43,23.72,Western Himalayan Region,Low,Rainfed,Kharif,July,12.44,16.21,5.62,115,0.17391302835538883,0.6347825534971693,0.1913043311909277,40.73,0.22980806526890363,High,Cool,33.02833437402042,1,0,1
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,Himachal Pradesh,Solan,32.054788,77.177956,1376.1,Alluvial,0.853,0.335,8.54,24.4,Western Himalayan Region,Medium,Sprinkler,Kharif,August,8.01,18.43,5.14,138,0.28985505145977886,0.5652173503465688,0.14492752572988943,43.33,0.20909516531662325,Medium,Cool,35.00261548939983,1,1,1
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans,Uttar Pradesh,Kanpur,28.33606,82.171755,285.1,Alluvial,0.813,0.402,6.65,30.76,Upper Gangetic Plains Region,High,Sprinkler,Kharif,August,5.73,15.07,4.97,122,0.22131145726955267,0.5901638860521404,0.18852457471110043,40.97,0.2114843273458944,Low,Cool,32.77542600374287,0,1,1
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans,Madhya Pradesh,Ujjain,23.99802,79.018013,510.4,Loamy,0.556,0.276,17.72,33.52,Central Plateau and Hills Region,Medium,Rainfed,Kharif,August,12.92,16.76,7.29,96,0.1458333181423627,0.6979165939670214,0.15624998372396,32.26,0.24776920557969817,High,Cool,15.322429575144001,1,1,1
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans,Himachal Pradesh,Shimla,32.045393,77.327837,1584.3,Loamy,0.672,0.525,6.55,32.43,Western Himalayan Region,High,Sprinkler,Kharif,July,11.26,17.1,6.3,81,0.08641974241731575,0.691357939338526,0.22222219478738336,30.96,0.2022768294978635,Medium,Cool,15.388599177,0,1,1
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans,Uttar Pradesh,Lucknow,26.418723,80.904587,298.0,Alluvial,0.846,0.539,7.47,30.11,Upper Gangetic Plains Region,High,Sprinkler,Kharif,July,10.59,14.57,6.69,110,0.2454545231404979,0.5909090371900875,0.16363634876033192,38.07,0.21573533424599628,Medium,Moderate,26.364401789827504,0,1,1
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans,Madhya Pradesh,Indore,23.344326,78.044323,375.2,Alluvial,0.473,0.524,12.13,31.21,Central Plateau and Hills Region,Low,Sprinkler,Kharif,July,10.45,18.96,7.39,109,0.27522933254776766,0.577981598350312,0.1467889773588094,32.65,0.275356336318886,Medium,Moderate,14.254011006870243,1,1,1
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,Uttar Pradesh,Lucknow,28.333678,79.749509,171.8,Alluvial,0.652,0.482,5.79,20.93,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,9.44,17.07,6.15,132,0.28030300906795386,0.5303029901285613,0.18939392504591476,39.78,0.24785779823452483,Medium,Cool,27.283533125568166,1,1,1
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans,Madhya Pradesh,Jabalpur,23.254115,79.541021,466.2,Loamy,1.019,0.389,13.46,33.54,Central Plateau and Hills Region,Low,Rainfed,Kharif,August,13.97,17.12,6.41,109,0.24770639929299088,0.577981598350312,0.17431191061358617,40.03,0.291747849926774,High,Moderate,30.99541061850349,1,1,1
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans,Jammu and Kashmir,Baramulla,33.808885,75.366027,2208.7,Alluvial,0.559,0.304,8.05,34.91,Western Himalayan Region,Low,Rainfed,Kharif,July,11.39,17.97,6.58,106,0.2075471502314009,0.5660376824492752,0.22641507297971009,33.12,0.2538336910012588,Medium,Cool,16.873089289799164,1,1,1
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas,Karnataka,Belagavi,14.768278,76.357057,323.1,Red,0.323,0.349,8.87,15.45,Southern Plateau and Hills Region,Medium,Rainfed,Kharif,June,13.39,15.4,5.2,99,0.03030302724211846,0.727272653810843,0.24242421793694768,30.4,0.20241606858054084,High,Hot,10.22136641175,1,3,1
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,Madhya Pradesh,Indore,22.877002,78.987208,395.5,Red,0.612,0.393,14.09,22.66,Central Plateau and Hills Region,Low,Rainfed,Kharif,July,13.9,18.25,7.91,122,0.32786882558452246,0.48360651773717067,0.18852457471110043,35.2,0.30628631186234545,High,Hot,18.315333578156995,2,3,1
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas,Maharashtra,Nagpur,19.975708,76.833628,564.6,Red,0.385,0.214,17.11,27.13,Western Plateau and Hills Region,Low,Rainfed,Kharif,June,8.8,18.06,7.46,129,0.2558139336578346,0.5658914290006644,0.17829455982212714,36.48,0.28295990098018403,Medium,Warm,16.748028336462504,1,2,1
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas,Madhya Pradesh,Ujjain,24.415492,77.844769,466.2,Red,0.526,0.342,11.88,19.79,Central Plateau and Hills Region,Medium,Rainfed,Kharif,June,12.14,17.83,7.21,108,0.249999976851854,0.5277777289094695,0.22222220164609244,35.04,0.4177698308918873,High,Warm,19.938552170062497,1,2,1
